4 arm (kharwali)	4 Arm (Kharwali)
sathyamangalam	Sathyamangalam
satiawala	Satiāwāla
satlapur	Satlapur
satna	Satna
satrampadu	Satrampādu
satraud kalan	Sātraud Kalān
satraud khurd	Sātraud Khurd
satrikh	Satrikh
satrod khas	Satrod Khas
sattenapalle	Sattenapalle
sattiyavijayanagaram	Sattiyavijayanagaram
sattur	Sattur
satwas	Satwās
satyamangala	Satyāmangala
saugor	Saugor
saunda	Saunda
saundatti	Saundatti
saurikh	Saurikh
sausar	Sausar
savantvadi	Sāvantvādi
savanur	Savanūr
savarkundla	Savarkundla
savda	Sāvda
savgadh	Savgadh
savli	Sāvli
sawa	Sāwa
sawai madhopur	Sawai Madhopur
sawar	Sawar
sawombung	Sawombung
sawyerpuram	Sawyerpuram
sayadpur	Sayadpur
sayalgudi	Sayalgudi
sayan	Sayan
sayla	Sāyla
sector	Sector
secunderabad	Secunderabad
sedaikavundanur	Sedaikavundanūr
sedam	Sedam
seer hamdan	Seer Hamdan
seethanagaram	Seethanagaram
sehore	Sehore
selamba	Selamba
selattanpatti	Selattānpatti
selu	Selu
semari	Semāri
semarwara	Semarwāra
sembedu	Sembedu
sembianallur	Sembianallur
semmipalaiyam	Semmipālaiyam
senapparetti	Senapparetti
sendamangalam	Sendamangalam
sendarappatti	Sendārappatti
sendhwa	Sendhwa
sengmai	Sengmai
senur	Senur
seohara	Seohāra
seondha	Seondha
seoni	Seoni
seoni chhapara	Seoni Chhapāra
seoni malwa	Seoni Mālwa
seorinarayan	Seorīnārāyan
seota	Seota
sepon	Sepon
seppa	Seppa
serchhip	Serchhīp
serilingampalle	Serilingampalle
serula	Serula
sethiyathope	Sethiyathope
setiya	Setiya
settithangal	Settithāngal
settiyarpatti	Settiyārpatti
settur	Settūr
sevilimedu	Sevilimedu
sevugampatti	Sevugampatti
sevur	Sēvūr
sewai	Sewāi
shadipur julana	Shādīpur Julāna
shafi pur ranhola	Shafi Pur Ranhola
shahabad	Shāhābād
shahada	Shāhāda
shahapur	Shāhāpur
shahbazpur	Shahbazpur
shahdara	Shahdara
shahdol	Shahdol
shahganj	Shāhganj
shahgarh	Shāhgarh
shahi	Shāhi
shahjahanpur	Shāhjahānpur
shahjangi	Shahjangi
shahjanpur	Shāhjānpur
shahkot	Shāhkot
shahmirpet	Shahmīrpet
shahpur	Shāhpur
shahpura	Shāhpura
shahuwadi	Shahuwadi
shajapur	Shājāpur
shakar	Shakar
shakar pur baramad	Shakar Pur Baramad
shaktinagar	Shaktinagar
sham churasi	Shām Churāsi
shamgarh	Shāmgarh
shamli	Shāmli
shamsabad	Shamsābād
shamshabad	Shamshabad
shamshi	Shamshi
shangus	Shangus
shankar	Shankar
shankargarh	Shankargarh
shankrampet	Shankrampet
shantipur	Shāntipur
sharakpur	Sharakpur
shegaon	Shegaon
shehera	Shehera
sheikhpura	Sheikhpura
shekhpura	Shekhpura
shelar	Shelar
shella	Shella
shendurjana	Shendurjana
shenkottai	Shenkottai
sheoganj	Sheoganj
sheohar	Sheohar
sheopur	Sheopur
sheragada	Sheragada
shergarh	Shergarh
sherghati	Sherghāti
sherkot	Sherkot
sherpura	Sherpura
shertallai	Shertallai
shi yomi	Shi Yomi
shiggaon	Shiggaon
shikaripura	Shikaripura
shikarpur	Shikārpūr
shikohabad	Shikohābād
shillong	Shillong
shimla	Shimla
shiraguppi	Shiraguppi
shiravagilu	Shiravāgilu
shirdi	Shirdi
shirgaon	Shirgaon
shirhatti	Shirhatti
shiriya	Shiriya
shirpur	Shirpur
shirud	Shirud
shirwal	Shirwal
shishgarh	Shīshgarh
shitlu	Shitlu
shivaji nagar	Shivaji Nagar
shivamogga	Shivamogga
shivani pisa	Shivani Pisa
shivatkar	Shivatkar
shivnandanpur	Shivnandanpur
shivpur charcha	Shivpur Charcha
shivpuri	Shivpuri
shivrajpur	Shivrājpur
sholapur	Sholapur
sholavandan	Sholavandan
sholinganallur	Sholinganallur
sholinghur	Sholinghur
sholur	Shōlūr
shopian	Shopian
shoranur	Shōranūr
shorapur	Shorāpur
shrigonda	Shrīgonda
shrirampur	Shrīrāmpur
shrirampur	Shrirampur
shrirangapattana	Shrīrangapattana
shrivardhan	Shrivardhan
shuganu	Shuganu
shujalpur	Shujālpur
shyamnagar	Shyamnagar
sialgudri	Sialgudri
siat	Siāt
sibsagar	Sibsāgar
siddapur	Siddāpur
siddhapur	Siddhapur
siddipet	Siddipet
sidhauli	Sidhaulī
sidhi	Sidhi
sidhpura	Sidhpura
sidlaghatta	Sidlaghatta
sidsar	Sidsar
sihasa	Sihāsa
sihor	Sihor
sihora	Sihorā
sijhua	Sijhua
sijua	Sijua
sikandarabad	Sikandarābād
sikandarpur	Sikandarpur
sikandra	Sikandra
sikandra rao	Sikandra Rao
sikar	Sīkar
sikhera	Sikhera
sikhong sekmai	Sikhong Sekmai
sikka	Sikka
sikkarayapuram	Sikkarayapuram
silaiman	Silaimān
silao	Silao
silapathar	Silapathar
silappadi	Sīlappādi
silchar	Silchar
silchar part-x	Silchar Part-X
silewara	Silewāra
siliguri	Siliguri
sillod	Sillod
siltara	Siltara
silvani	Silvāni
silvassa	Silvassa
simaluguri	Simaluguri
simaria	Simaria
simdega	Simdega
simga	Simga
sindgi	Sindgi
sindhnur	Sindhnūr
sindi	Sindi
sindkhed raja	Sindkhed Raja
sinduria	Sinduria
singampunari	Singampunari
singanallur	Singānallūr
singanuram	Singānuram
singapperumalkovil	Singapperumālkovil
singapur	Singāpur
singarayakonda	Singarāyakonda
singarva	Singarva
singhana	Singhāna
singhesar asthan	Singhesar Asthan
singoli	Singoli
singrauli	Singrauli
singtam	Singtam
singur	Singur
sini	Sini
sinnar	Sinnar
sinor	Sinor
sir muttra	Sir Muttra
sira	Sīra
siralkoppa	Sirālkoppa
sirappalli	Sirāppalli
siraspur	Siraspur
sirathu	Sirāthu
sirgitti	Sirgittī
sirgora	Sirgora
sirhind	Sirhind
sirka	Sirka
sirkazhi	Sīrkāzhi
sirmaur	Sirmaur
sirohi	Sirohi
sironcha	Sironchā
sironj	Sironj
sirpur	Sirpur
sirsa	Sirsa
sirsa	Sirsā
sirsaganj	Sirsāganj
sirsi	Sirsi
sirsia	Sirsia
sirsilla	Sirsilla
sirugamani	Sirugamani
siruguppa	Siruguppa
sirukalathur	Sirukalathur
sirukkaveripakkam	Sirukkāveripākkam
sirumugai	Sirumugai
sirur	Sirūr
sisauli	Sisauli
siswa bazar	Siswā Bāzār
sitamarhi	Sītāmarhi
sitamau	Sītāmau
sitapur	Sītāpur
sitapur	Sitapur
sitarganj	Sitārganj
sithurajapuram	Sithurajapuram
siuliban	Siuliban
siuri	Siuri
sivaganga	Sivaganga
sivagiri	Sivagiri
sivagirippatti	Sivagirippatti
sivakasi	Sivakasi
sivandipuram	Sivandipuram
sivar	Sivar
sivni	Sivni
sivunipalli	Sivunipalli
siwan	Siwān
siwana	Siwāna
siwani	Siwāni
soalkuchi	Soalkuchi
soanpeta	Soanpeta
sogam	Sogām
sohagi	Sohāgi
sohagpur	Sohāgpur
sohana	Sohāna
sohela	Sohela
sohna	Sohna
sojat	Sojat
sojitra	Sojītra
solakut	Solakut
solan	Solan
solap	Solap
solim	Solim
solsumba	Solsumba
somampalaiyam	Somāmpālaiyam
somandepalle	Somandepalle
someshvara	Sōmēshvara
someshwar	Someshwar
sompeta	Sompeta
somvarpet	Somvārpet
sonamukhi	Sonāmukhi
sonamura	Sonāmura
sonari	Sonāri
sonari	Sonari
sonegaon	Sonegaon
sonepur	Sonepur
songadh	Songadh
sonipat	Sonīpat
sonkach	Sonkach
sonpet	Sonpet
soolakkarai	Soolakkarai
sopur	Sopur
sorab	Sorab
sorada	Sorada
sorala	Sorala
sorbhog	Sorbhog
soro	Soro
soron	Soron
south kannanur	South Kannanur
soyagaon	Soyāgaon
soyatkalan	Soyatkalan
soygaon	Soygaon
soyibug	Soyībug
sravana belgola	Srāvana Belgola
sreekaryam	Sreekaryam
sri dungargarh	Sri Dūngargarh
sri ganganagar	Sri Ganganagar
sri madhopur	Sri Mādhopur
srigobindpur	Srīgobindpur
srikakulam	Srikakulam
srikalahasti	Srikalahasti
srikandamangalam	Srīkandamangalam
srimushnam	Srīmushnam
srinagar	Srinagar
srinagar	Srīnagar
sringeri	Sringeri
srinivaspur	Srīnivāspur
sriperumbudur	Srīperumbūdūr
sriramnagar	Srīrāmnagar
sriramnagar	Sriramnagar
srirampur	Srirāmpur
srirampura	Srirampura
srirampuram	Srīrāmpuram
srisailain	Srīsailain
srisailam project rfc township	Srisailam Project RFC Township
srivaikuntam	Srivaikuntam
srivardhan	Srīvardhan
srivilliputhur	Srivilliputhur
srvanampatti	Srvanampatti
suar	Suār
subulia	Subulia
suchindram	Suchindram
sudna	Sudnā
sufipind	Sufipind
suhagi	Suhāgi
sujangarh	Sūjāngarh
sujanpur	Sujānpur
suket	Suket
sukhpar	Sukhpar
sukma	Sukma
sulebhavi	Sulebhāvi
suleswaranpatti	Sūleswaranpatti
sulibele	Sūlibele
sullya	Sullya
sultan pur	Sultan Pur
sultan pur majra	Sultan Pur Majra
sultanganj	Sultānganj
sultanpur	Sultanpur
sultanpur	Sultānpur
sulur	Sulur
suluru	Sūlūru
sumbal	Sumbal
sumerganj mandi	Sumerganj Mandi
sumerpur	Sumerpur
sunabeda	Sunabeda
sunakhala	Sunākhala
sunam	Sunām
sunari kalan	Sunāri Kalān
sundakkampalaiyam	Sundakkāmpālaiyam
sundarapandiyam	Sundarapāndiyam
sundarapandiyanpattanam	Sundarapāndiyanpattanam
sundarnagar	Sundarnagar
sunderbani	Sunderbani
sundergarh	Sundergarh
sunel	Sunel
suntikoppa	Suntikoppa
supaul	Supaul
surajgarh	Sūrajgarh
surajpur	Surajpur
surampatti	Sūrampatti
surandai	Sūrandai
suranga	Suranga
surankot	Surankōt
surappattu	Sūrappattu
surat	Surat
suratgarh	Suratgarh
surendranagar	Surendranagar
surgana	Surgāna
surianwan	Suriānwān
suriapet	Suriāpet
survepalle bit ? ii	Survepalle Bit ? II
suryampalaiyam	Sūryampālaiyam
suryaraopeta	Suryaraopeta
susner	Susner
suthalia	Suthālia
sutrapara	Sutrāpāra
suvani	Suvani
suwasra	Suwāsra
swamimalai	Swāmimalai
swroop nagar	Swroop Nagar
tada khandrika	Tada Khandrika
tadali	Tādāli
tadepalle	Tādepalle
tadepalligudem	Tadepalligudem
tadigadapa	Tādigadapa
tadikarakonam	Tadikārakonam
tadikombu	Tādikombu
tadpatri	Tadpatri
taipi duidam	Taipi Duidam
taj pul	Taj Pul
tajpur	Tājpur
tajpura	Tajpura
takalghat	Tākalghāt
takhatgarh	Takhatgarh
takhatpur	Takhatpur
takhlibilar pathar	Takhlibilar Pathar
taki	Tāki
takkolam	Takkolam
takli	Tākli
tal	Tāl
talainayar agraharam	Talaināyar Agrahāram
talaiyur	Talaiyūr
talaja	Talāja
talakkad	Talakkād
talakkolattur	Talakkolattur
talakkudi	Tālakkudi
talala	Talala
talattala	Talattala
talbahat	Tālbahat
talcher	Tālcher
talegaon dabhade	Talegaon Dābhāde
taleigao	Taleigao
talen	Talen
talera	Tālera
talgram	Tālgrām
talikkulam	Talikkulam
talikota	Tālīkota
talipadi	Tālipādi
taliparamba	Taliparamba
talkhapur dumra	Talkhapur Dumra
talni	Talni
talod	Talod
taloda	Taloda
taloje	Taloje
talpadi	Talpādi
talwandi bhai	Talwandi Bhai
talwandi sabo	Talwandi Sābo
talwara	Talwāra
talwara	Talwara
tamaraikkulam	Tāmaraikkulam
tamarakutamkudiyiruppu	Tamarakutamkudiyiruppu
tambaram	Tambaram
tamenglong	Tamenglong
tamgaon	Tamgaon
tamluk	Tamlūk
tammampatti	Tammampatti
tanakkangulam	Tanakkangulam
tanakpur	Tanakpur
tanalur	Tānālūr
tanda	Tānda
tanda	Tāndā
tandoni	Tāndoni
tandur	Tandur
tangapur	Tangapur
tangdhar	Tangdhār
tangellamudi	Tangellamūdi
tangi	Tāngi
tangla	Tangla
tankara	Tankāra
tanr balidih	Tanr Balidih
tanuku	Tanuku
taoru	Tāoru
tapa	Tapa
taping	Taping
tapukrah	Tapukrāh
tar	Tār
tarabha	Tarabha
tarakeswar	Tarakeswar
taramangalam	Tāramangalam
tarana	Tarāna
taranagar	Tārānagar
taranagar	Taranagar
tarapur	Tārāpur
tarapur pt vi	Tarapur Pt VI
tarapur vii	Tarapur VII
tarichar kalan	Tarīchar Kalān
tarikere	Tarikere
tarlapalli	Tarlapalli
tarn taran	Tarn Taran
tarsadi	Tarsadi
tarsali	Tarsali
tasgaon	Tāsgaon
tasti tea garden	Tasti Tea Garden
tati	Tāti
tato	Tato
tattankuttai	Tattānkuttai
tattayyangarpettai	Tāttayyangārpettai
tattihalli	Tattihalli
tawang town	Tawang Town
tayikkad	Tayikkād
tazhakudi	Tāzhakudi
teegalpahad	Teegalpahad
tegheria	Tegheria
teghra	Teghra
tehri	Tehri
tekanpur	Tekanpur
tekari	Tekāri
tekkalakote	Tekkalakote
tekkali	Tekkali
tekkumbagam	Tekkumbāgam
telhara	Telhāra
teliamura	Teliamura
telkap	Telkap
tellicherry	Tellicherry
telo	Telo
temanur	Temanūr
tenambakkam	Tenambākkam
tendukheda	Tendūkheda
tengampudur	Tengampudūr
tengnoupal	Tengnoupal
teni	Teni
tenkanidiyur	Tenkanidiyūr
tennala	Tennala
tensa	Tensa
tentirupperai	Tentirupperai
tenu	Tenu
teok	Teok
teonthar	Teonthar
terdal	Terdāl
terku kallikulam	Terku Kallikulam
termi	Termi
terur	Terūr
tetra	Tetra
tevaram	Tevāram
tezpur	Tezpur
tezu	Tezu
thaikattussery	Thaikattussery
thaikkattussery	Thaikkattussery
thakurdwara	Thakurdwara
thakurganj	Thākurganj
than	Thān
than-khamharia	Than-Khamharia
thana bhawan	Thāna Bhawan
thandla	Thandla
thane	Thāne
thanesar	Thānesar
thang	Thang
thanganellur	Thanganellūr
thanjavur	Thanjavur
thanna mandi	Thanna Mandi
thanneermukkom	Thanneermukkom
thanniyam	Thanniyam
thara	Thara
tharad	Tharād
tharangambadi	Tharangambadi
tharial	Thariāl
tharike	Tharīke
thasra	Thāsra
thazhakara	Thazhakara
thazhecode	Thazhecode
thegur	Thegur
thekashu pt-i	Thekashu Pt-I
thekashu pt.-ii	Thekashu Pt.-II
thekkumkara	Thekkumkara
thenali	Thenali
thenhippalam	Thenhippalam
thenkasi	Thenkasi
thenzawl	Thenzawl
theog	Theog
thevur	Thevūr
thimiri	Thimiri
thirukattupalli	Thirukattupalli
thirumittacode-ii	Thirumittacode-II
thirunavaya	Thirunavaya
thiruthani	Thiruthani
thiruthuraipoondi	Thiruthuraipoondi
thiruvaiyaru	Thiruvaiyaru
thiruvananthapuram	Thiruvananthapuram
thiruvankulam	Thiruvankulam
thiruvarur	Thiruvarur
thiruvidaimaruthur	Thiruvidaimaruthur
thodiyoor	Thodiyoor
thodupuzha	Thodupuzha
tholur	Tholur
thondamuthur	Thondamuthur
thongju	Thongju
thoothukudi	Thoothukudi
thorapadi	Thorapadi
thottada	Thottada
thottiyam	Thottiyam
thoubal	Thoubāl
thrissur	Thrissur
thummalamenta	Thummalamenta
thuraiyur	Thuraiyur
thurayur	Thurayur
tibri	Tibri
tidavur	Tidāvūr
tifra	Tifrā
tighri	Tighri
tihu	Tihu
tijara	Tijāra
tikadi	Tikādi
tikaitnagar	Tikaitnagar
tikamgarh	Tīkamgarh
tikarapara	Tikarapāra
tikkanbankad	Tikkanbankad
tikkotti	Tikkotti
tikri	Tīkri
tikri kalan	Tikri Kalān
tikri khurd	Tīkri Khurd
tilang pur kotla	Tilang Pur Kotla
tilda newra	Tilda Newra
tilhar	Tilhar
tilodih	Tilodih
tilpat	Tilpat
timmapur	Timmāpur
timurni	Timurni
tindal	Tindal
tindivanam	Tindivanam
tindwari	Tindwāri
tingalachi	Tingalāchi
tinnanur	Tinnanūr
tinpahar	Tinpahār
tinsukia	Tinsukia
tipo	Tipo
tiptur	Tiptūr
tira sujanpur	Tīra Sujānpur
tirawari	Tirāwari
tirkadavur	Tirkadavūr
tirodi	Tirodi
tirora	Tirorā
tirthahalli	Tīrthahalli
tiruchanur	Tiruchanur
tiruchchendur	Tiruchchendur
tiruchengode	Tiruchengode
tiruchirappalli	Tiruchirappalli
tirukkalikkunram	Tirukkalikkunram
tirukkoyilur	Tirukkoyilur
tirukurangudi	Tirukurangudi
tirumakudal narsipur	Tirumakūdal Narsipur
tirumala	Tirumala
tirumalagiri	Tirumalagiri
tirumalaiyampalaiyam	Tirumalaiyampālaiyam
tirumalarajanpatnam	Tirumalarājanpatnam
tirumalpur	Tirumalpur
tirumangalam	Tirumangalam
tirumeshi	Tirumeshi
tirumullaivasal	Tirumullaivāsal
tirumuruganpundi	Tirumuruganpūndi
tirunageswaram	Tirunāgeswaram
tirunelveli	Tirunelveli
tirupananthal	Tirupananthal
tirupati	Tirupati
tirupati nma	Tirupati NMA
tirupattur	Tirupattur
tiruppalai	Tiruppālai
tiruppalaikudi	Tiruppālaikudi
tirupparangunram	Tirupparangunram
tirupporur	Tirupporūr
tiruppundurutti	Tiruppūndurutti
tiruppur	Tiruppur
tiruppuvanam	Tiruppuvanam
tirur	Tirur
tirurageswaram	Tirurāgeswaram
tirurangadi	Tirūrangādi
tiruttangal	Tiruttangal
tiruvalam	Tiruvalam
tiruvalla	Tiruvalla
tiruvallur	Tiruvallur
tiruvankod	Tiruvankod
tiruvannamalai	Tiruvannamalai
tiruvattar	Tiruvattār
tiruvengadam	Tiruvengadam
tiruvennanallur	Tiruvennanallūr
tiruverumbur	Tiruverumbūr
tiruvottiyur	Tiruvottiyūr
tisaiyanvilai	Tisaiyanvilai
tisauli	Tisaulī
titabar	Titābar
titabor town	Titabor Town
titagarh	Titāgarh
titlagarh	Titlāgarh
titron	Titron
tittachcheri	Tittachcheri
tittagudi	Tittagudi
tittangulam	Tittangulam
tlabung	Tlabung
todabhim	Todabhim
todaraisingh	Todaraisingh
todi	Todi
tohana	Tohāna
tokuru	Tokūru
tola baliadih	Tola Baliadih
tola chain	Tola Chain
tola mansaraut	Tola Mansārāut
tola pairamatihana	Tola Pairamatihana
tola rampurwa motalke kurwa mathia	Tola Rāmpurwā Motalke Kurwa Mathiā
tolur	Tolūr
tondalam	Tondalam
tondi	Tondi
tonk	Tonk
tonk khurd	Tonk Khurd
tonse east	Tonse East
topa	Topa
topchanchi	Topchānchi
toramangalam	Toramangalam
torban	Torban
tori-fatehpur	Tori-Fatehpur
torpa	Torpa
torur	Torūr
tosham	Toshām
toto	Toto
tottakkurichchi	Tottakkurichchi
trajpar	Trajpar
tral	Trāl
trikarpur north	Trikarpūr North
trikarpur south	Trikarpūr South
trikonavattam	Trikonavattam
trikur	Trikūr
trimbak	Trimbak
triparappu	Triparappu
triprangod	Triprangod
tripunittura	Tripunittura
trittala	Trittāla
tseminyu	Tseminyu
tsrar sharif	Tsrār Sharīf
tsudikong	Tsudikong
tudiyalur	Tudiyalūr
tuensang	Tuensang
tufanganj	Tufānganj
tukhmir pur	Tukhmir Pur
tuli	Tuli
tuljapur	Tuljāpur
tulsipur	Tulsīpur
tumbe	Tumbe
tumgaon	Tumgaon
tumkur	Tumkūr
tummikapalle	Tummikāpalle
tumsar	Tumsar
tundhul	Tundhul
tundla	Tūndla
tundra	Tundra
tuneri	Tūnēri
tungidighi	Tungidighi
tuni	Tuni
tupkhana pt i	Tupkhana Pt I
tura	Tura
turaiyur	Turaiyūr
turuvekere	Turuvekere
tushara	Tushara
tut	Tut
tuvagudi	Tuvāgudi
tyagadurgam	Tyāgadurgam
ubaidullahganj	Ubaidullāhganj
udaipur	Udaipur
udaipura	Udaipura
udaipurwati	Udaipurwati
udaiyarpalaiyam	Udaiyārpālaiyam
udala	Udala
udalguri	Udalguri
udangudi	Udangudi
udayagiri	Udayagiri
udayendram	Udayendram
udgir	Udgīr
udhampur	Udhampur
udiana	Udiana
udiyavara	Udiyāvara
udpura	Udpura
uduma	Uduma
udumalaippettai	Udumalaippettai
udupi	Udupi
ugrakheri	Ugrākheri
ugu	Ugu
ujalaiwadi	Ujalaiwadi
ujhani	Ujhāni
ujjain	Ujjain
ukal	Ukal
ukhimath	Ukhimath
ukhrul	Ukhrul
uklana	Uklāna
ukwa	Ukwā
ulhasnagar	Ulhasnagar
uliyazhathura	Uliyazhathura
ullagaram	Ullagaram
ullal	Ullal
ulliyeri	Ulliyeri
ullur	Ullūr
uluberiya	Uluberiya
ulundurpet	Ulundurpet
umarga	Umarga
umargam	Umargām
umaria	Umaria
umarkhanguda	Umarkhāngūda
umarkhed	Umarkhed
umarkot	Umarkot
umarsera	Umarsera
umbergaon ina	Umbergaon INA
umbri	Umbri
umrala	Umrāla
umrangso	Umrangso
umred	Umred
umreth	Umreth
umri	Umri
umsning	Umsning
un	Ūn
un	Un
una	Una
unamaucheri	Unamaucheri
uncha sawana	Ūncha Sawāna
unchagao	Unchagao
unchahra	Unchahra
undera	Undera
unhel	Unhel
uniara	Uniāra
unjalur	Unjalūr
unjha	Unjha
unnamalaikadai	Unnamalaikadai
unnao	Unnāo
upar hali	Upar Hali
upleta	Upleta
uppal kalan	Uppal Kalan
uppala	Uppala
uppalavadi	Uppalavādi
upper sileru project site camp	Upper Sileru Project Site Camp
uppidamangalam	Uppidamangalam
uppiliyapuram	Uppiliyapuram
uppinangadi	Uppinangadi
urakam	Urakam
uran	Uran
uravakonda	Uravakonda
uri	Uri
urimari	Urimāri
urjanagar	Urjanagar
urmar	Urmar
urun-islampur	Urun-Islāmpur
usehat	Usehat
usgao	Usgao
usilampatti	Usilampatti
usuppur	Usuppūr
utai	Utai
utarlai	Utarlai
utekhol	Utekhol
uthukkottai	Uthukkottai
utnur	Utnūr
utran	Utrān
utraula	Utraula
uttamapalaiyam	Uttamapālaiyam
uttangarai	Ūttangarai
uttar athiabari	Uttar Athiabari
uttar champamura	Uttar Champamura
uttar krishnapur part-i	Uttar Krishnapur Part-I
uttar krishnapur pt iii	Uttar Krishnapur Pt III
uttarkashi	Uttarkāshi
uttiramerur	Uttiramerūr
uttukkuli	Ūttukkuli
uttukuli	Ūttukuli
v.s.k.valasai (dindigul-dist.)	V.S.K.Valasai (Dindigul-Dist.)
vada	Vāda
vadakakarai	Vadakakarai
vadakancheri	Vadakāncheri
vadakarai kil pidagai	Vadakarai Kīl Pidāgai
vadakkanandal	Vadakkanandal
vadakkankulam	Vadakkankulam
vadakkekkad	Vadakkēkkād
vadakku valliyur	Vadakku Valliyūr
vadakku viravanallur	Vadakku Viravanallur
vadakkumbagam	Vadakkumbāgam
vadakkumkara	Vadakkumkara
vadali	Vadāli
vadamadurai	Vadamadurai
vadanappally	Vadanappally
vadapadam	Vadapādam
vadasinor	Vādāsinor
vadavalli	Vadavalli
vaddeswaram	Vaddeswaram
vaddu	Vaddu
vadgaon	Vadgaon
vadghar	Vadghar
vadi	Vadi
vadipatti	Vadipatti
vadlamuru	vadlamuru
vadlapudi	Vadlapūdi
vadnagar	Vadnagar
vadodara	Vadodara
vadugappatti	Vadugappatti
vagator	Vagator
vaghapur	Vāghāpur
vaghodia	Vāghodia
vagholi	Vagholi
vaijapur	Vaijāpur
vaikam	Vaikam
vaithisvarankoil	Vaithīsvarankoil
vaittilingapuram	Vaittilingapuram
vakkam	Vakkam
valabhipur	Valabhīpur
valaiyampattu	Valaiyāmpattu
valangaiman	Valangaiman
valantaravai	Vālāntaravai
valasaravakkam	Valasaravakkam
valathoor	Valathoor
valavandankottai	Vālavandānkottai
valavanur	Valavanur
valavilcheleri	Valavilcheleri
valayam	Valayam
valia	Vālia
vallabh vidyanagar	Vallabh Vidyanagar
vallachira	Vallachira
vallalappatti	Vallālappatti
vallam	Vallam
valparai	Valparai
valpoi	Valpoi
valsad	Valsād
valsad ina	Valsad INA
valvachatottam	Valvachatottam
vanapadi	Vānāpādi
vanavasi	Vanavasi
vandalur	Vandalūr
vandavasi	Vandavāsi
vandiyur	Vandiyūr
vangani	Vangani
vanganur	Vanganūr
vaniyambadi	Vaniyambadi
vaniyamkulam	Vāniyamkulam
vanmenad	Vanmēnād
vansada	Vānsada
vanthli	Vanthli
vapi	Vapi
vapi ina	Vapi INA
varadarajampettai	Varadarājampettai
varam	Varam
varamballi	Varamballi
varanasi	Varanasi
varangaon	Varangaon
varappuzha	Varappuzha
varca	Varca
vareli	Vareli
varkala	Varkala
varphalia	Varphalia
varsoli	Varsoli
vartej	Vartej
vasco da gama	Vasco da Gama
vasind	Vasind
vaso	Vaso
vasudevanallur	Vāsudevanallūr
vatakemuri	Vatakemuri
vathirairuppu	Vathirairuppu
vativellupalli	Vativellupalli
vattalkundu	Vattalkundu
vattiyurkavu	Vattiyūrkāvu
vav	Vāv
vavarai	Vavarai
vavdi bujarg	Vavdi Bujarg
vavol	Vavol
vayalar	Vayalār
vayilathur	Vayilathūr
vazhakkala	Vazhakkala
vazhakulam	Vāzhakulam
vazhapadi	Vazhapadi
vazhayur	Vazhayur
vedappatti	Vedappatti
vedaraniyam	Vedaraniyam
vedasandur	Vedasandūr
veeraganur	Veeraganur
vegarai	Vegarai
vehicle factory area jabalpur	Vehicle Factory Area Jabalpur
veillyachi	Veillyāchi
vejalpur	Vejalpur
velampalaiyam	Velampālaiyam
velankanni	Velankanni
velappakkam	Velāppākkam
vellakkalpatty	Vellakkalpatty
vellakkinar	Vellakkinar
vellakkovil	Vellakkovil
vellalur	Vellalūr
vellanikkara	Vellanikkara
vellanur	Vellānūr
vellarivalli	Vellarivalli
vellavadanparappu	Vellavādanparappu
vellookkara	Vellookkara
velloorkunnam	Velloorkunnam
vellore	Vellore
vellur	Vellūr
velur	Velur
veluthur	Veluthūr
vemalwada	Vemalwāda
vembadithalam	Vembadithalam
vengambur	Vengambūr
venganoor	Venganoor
vengara	Vengara
vengattur	Vengattūr
vengavasal	Vengavasal
vengikkal	Vengikkal
venginissery	Venginissery
vengola kizhakkumbagam	Vengola Kizhakkumbāgam
vengurla	Vengurla
venkatachalapuram	Venkatachalapuram
venkatagiri	Venkatagiri
venkatapura	Venkatapura
venkatapuram	Venkatāpuram
venkatraipur	Venkatraipur
venkidanga	Venkidanga
vennandur	Vennandur
vepagunta	Vepagunta
veparala	Veparāla
veppathur	Veppathur
veraval	Verāval
verna	Verna
verukulambu	Verukulambu
vetapalem	Vetapālem
vettaikkaranpudur	Vettaikkaranpudur
vettanad	Vettanād
vettavalam	Vettavalam
vettur	Vettūr
vidisha	Vidisha
vidyavihar	Vidyavihar
vijalpor	Vijalpor
vijapur	Vijāpur
vijayanagar	Vijayanagar
vijayapura	Vijayapura
vijayapuram	Vijayapuram
vijayapuri	Vijayapuri
vijayapuri north	Vijayapuri North
vijayawada	Vijayawada
vijaypur	Vijaypur
vikarabad	Vikārābād
vikasnagar	Vikāsnagar
vikramasingapuram	Vikramasingapuram
vikramgad	Vikramgad
vikravandi	Vikravāndi
vilachcheri	Vilāchcheri
vilangudi	Vilāngudi
vilankurichi	Vilankurichi
vilappil	Vilappil
vilar	Vilār
vilattikulam	Vilattikulam
vilavancode	Vilavancode
vilavoorkkal	Vilavoorkkal
vilavur	Vilavūr
vilholi	Vilholi
villianur	Villianur
villiappally	Villiappally
villukuri	Villukuri
villupuram	Villupuram
vinchia	Vinchia
vinnamala	Vinnamāla
vinukonda	Vinukonda
viraganur	Vīraganūr
viraganur	Viraganūr
virajpet	Virajpet
virakeralam	Vīrakeralam
viralimalai	Virālimalai
viramgam	Viramgām
virapandi	Vīrapāndi
virapandiyanpattanam	Vīrapāndiyanpattanam
virappanchathiram	Vīrappanchathiram
virar	Virār
viraraghavapuram	Vīrarāghavapuram
viratnagar	Viratnagar
virinchipuram	Virinchīpuram
virnur	Vīrnūr
